iter	RMSE
126	11.57016098
127	11.56858725
128	11.56629182
129	11.56436761
130	11.56169502
131	11.56081394
132	11.55526028
133	11.54995914
134	11.54859727
135	11.54422193
136	11.54229729
137	11.53917664
138	11.537509
139	11.53600268
140	11.53309573
141	11.53022008
142	11.52691222
143	11.52468258
144	11.52182598
145	11.51941071
146	11.51324893
147	11.51176829
148	11.50893644
149	11.50822296
150	11.5041591
151	11.50289596
152	11.50049554
153	11.49870173
154	11.49654102
155	11.49406836
156	11.49111753
157	11.48650496
158	11.48388926
159	11.47891231
160	11.47664593
161	11.47205436
162	11.4674207
163	11.46566306
164	11.46178725
165	11.46011847
166	11.45721653
167	11.45340773
168	11.45118304
169	11.44882451
170	11.44514138
171	11.44367891
172	11.43954473
173	11.43674029
174	11.43500012
175	11.43113405
176	11.42277198
177	11.4188625
178	11.41617304
179	11.41372663
180	11.40957231
181	11.40732856
182	11.403984
183	11.40193907
184	11.39909087
185	11.39521131
186	11.39288663
187	11.39168278
188	11.38858399
189	11.38707387
190	11.38436285
191	11.38255497
192	11.37951264
193	11.37515113
194	11.37168455
195	11.36856108
196	11.36723387
197	11.36533875
198	11.36322796
199	11.35930978
200	11.35779534
201	11.35455836
202	11.35191449
203	11.3504675
204	11.34821543
205	11.34671942
206	11.3441687
207	11.33932791
208	11.33834109
209	11.33459595
210	11.33009754
211	11.32602879
212	11.32452907
213	11.32044825
214	11.31872613
215	11.31342485
216	11.31213909
217	11.30864434
218	11.30655425
219	11.30443978
220	11.30176452
221	11.29989256
222	11.29791651
223	11.2954314
224	11.29322554
225	11.29125229
226	11.28860243
227	11.28361581
228	11.28092228
229	11.27787886
230	11.27498857
231	11.27057395
232	11.26665473
233	11.26584761
234	11.26497109
235	11.26215013
236	11.26024769
237	11.2564745
238	11.2524164
239	11.24887071
240	11.24526982
241	11.24347221
242	11.23953595
243	11.23904776
244	11.23798626
245	11.23313798
246	11.2278922
247	11.22682629
248	11.2251346
249	11.22092511
250	11.21528344
251	11.21400089
252	11.21087747
253	11.20660012
254	11.20269253
255	11.2011143
256	11.19719041
257	11.19433325
258	11.19224531
259	11.19148997
260	11.18958584
261	11.18695313
262	11.18512428
263	11.18219189
264	11.18049899
265	11.17800124
266	11.17480508
267	11.1737337
268	11.17076081
269	11.16708389
270	11.1648135
271	11.16332803
272	11.16016197
273	11.15817652
274	11.15588888
275	11.15421912
276	11.149595
277	11.14641733
278	11.14239363
279	11.14063451
280	11.13894808
281	11.13645023
282	11.13269491
283	11.13135068
284	11.12791714
285	11.12579489
286	11.12314669
287	11.12099528
288	11.11725894
289	11.11478487
290	11.1118837
291	11.10891491
292	11.10217381
293	11.1004155
294	11.09717942
295	11.09492246
296	11.09241415
297	11.09138799
298	11.09037009
299	11.08818421
300	11.08635298
301	11.08469714
302	11.08285667
303	11.07999892
304	11.0767947
305	11.07490615
306	11.07243095
307	11.07166632
308	11.06830354
309	11.06453467
310	11.06037304
311	11.0597889
312	11.05696557
313	11.05380153
314	11.05079082
315	11.04748359
316	11.04183968
317	11.03747104
318	11.03409611
319	11.03100051
320	11.03014302
321	11.02972349
322	11.02842695
323	11.02700569
324	11.02380791
325	11.02081474
326	11.01815814
327	11.0164857
328	11.0149986
329	11.0148684
330	11.01266421
331	11.0108578
332	11.00772758
333	11.00484266
334	11.00422315
335	11.00158792
336	11.00047394
337	10.99793912
338	10.99669424
339	10.99328727
340	10.99201751
341	10.9890141
342	10.98372208
343	10.9824039
344	10.98191286
345	10.97940995
346	10.97778737
347	10.97348936
348	10.9706779
349	10.96779528
350	10.96572881
351	10.96289375
352	10.95899742
353	10.95702349
354	10.95369273
355	10.95083743
356	10.94933409
357	10.9475424
358	10.94647933
359	10.94603189
360	10.94526461
361	10.94264946
362	10.94208784
363	10.94123475
364	10.93823046
365	10.93620315
366	10.93449413
367	10.93286965
368	10.9316194
369	10.93028545
370	10.92802787
371	10.92616464
372	10.92279169
373	10.92098664
374	10.91815558
375	10.91630839
376	10.91395424
377	10.91069196
378	10.90848161
379	10.90708503
380	10.90500881
381	10.9022353
382	10.89951113
383	10.89659241
384	10.89337592
385	10.8919116
386	10.88975105
387	10.8886013
388	10.88667993
389	10.88634966
390	10.88423227
391	10.88406351
392	10.88196737
393	10.87986568
394	10.87860087
395	10.8765082
396	10.87442098
397	10.87339768
398	10.87180816
399	10.87167119
400	10.87010905
401	10.86706293
402	10.86507042
403	10.86268118
404	10.86084314
405	10.85845485
406	10.85658978
407	10.85481201
408	10.85202212
409	10.85085642
410	10.84937015
411	10.84643639
412	10.84379791
413	10.84101886
414	10.8391781
415	10.8367543
416	10.83415467
417	10.83247413
418	10.83020926
419	10.82840845
420	10.82835157
421	10.82687138
422	10.82438476
423	10.82201869
424	10.8207544
425	10.81924211
426	10.81557319
427	10.81305609
428	10.81122779
429	10.80741841
430	10.8055927
431	10.80454378
432	10.80298571
433	10.79969962
434	10.79859337
435	10.79649634
436	10.79561334
437	10.79101839
438	10.788584
439	10.78354319
440	10.78267063
441	10.78107759
442	10.7794029
443	10.77838545
444	10.77457569
445	10.77204715
446	10.77026643
447	10.76901045
448	10.76717443
449	10.76540193
450	10.76130975
451	10.76033771
452	10.759627
453	10.7576068
454	10.7553851
455	10.75278434
456	10.75069163
457	10.74881483
458	10.74857749
459	10.74762161
460	10.74630459
461	10.74499163
462	10.74202126
463	10.74096843
464	10.73965696
465	10.73653676
466	10.7356304
467	10.7338431
468	10.73272179
469	10.73148982
470	10.72798291
471	10.72462103
472	10.72319576
473	10.72169363
474	10.72020593
475	10.71828499
476	10.71691007
477	10.71674228
478	10.71507373
479	10.71350664
480	10.71335441
481	10.71106693
482	10.70965282
483	10.70775934
484	10.70535163
485	10.70415774
486	10.70253238
487	10.70058965
488	10.69920789
489	10.69793377
490	10.6961945
491	10.69463004
492	10.69222542
493	10.68938231
494	10.68793144
495	10.68684862
496	10.68431711
497	10.6821913
498	10.68113261
499	10.68013253
500	10.67890827
501	10.67653267
502	10.6735498
503	10.67115136
504	10.6709749
505	10.67039777
506	10.66752055
507	10.66511264
508	10.66312875
509	10.66177473
510	10.66037229
511	10.65921161
512	10.65727389
513	10.6571312
514	10.65582458
515	10.65272553
516	10.65258965
517	10.65077988
518	10.64954862
519	10.64689024
520	10.64470218
521	10.64265646
522	10.64250826
523	10.64115828
524	10.63968511
525	10.63790358
526	10.63548864
527	10.63474041
528	10.63461741
529	10.63268344
530	10.63215709
531	10.6313669
532	10.62803604
533	10.62615303
534	10.62415303
535	10.62192609
536	10.6211047
537	10.6198063
538	10.61971047
539	10.61946333
540	10.61795861
541	10.61718059
542	10.61640328
543	10.61477858
544	10.61353688
545	10.61327761
546	10.61117562
547	10.61033311
548	10.6089765
549	10.60654776
550	10.60410928
551	10.60175096
552	10.59780906
553	10.59623257
554	10.59480892
555	10.5925076
556	10.59142071
557	10.59111175
558	10.58994684
559	10.58975002
560	10.58937474
561	10.58795684
562	10.58561631
563	10.58469272
564	10.58348515
565	10.58243048
566	10.58184319
567	10.57973475
568	10.57927076
569	10.57795517
570	10.57588009
571	10.57581949
572	10.57465801
573	10.5741255
574	10.5727664
575	10.57054618
576	10.56860214
577	10.56499885
578	10.56270474
579	10.56122142
580	10.55849468
581	10.55803594
582	10.55653093
583	10.55524551
584	10.55445182
585	10.55196522
586	10.55019791
587	10.54989642
588	10.54893102
589	10.54717815
590	10.54594023
591	10.5450279
592	10.54379244
593	10.54282938
594	10.54159211
595	10.54057923
596	10.5385888
597	10.5365997
598	10.5343256
599	10.53223905
600	10.53085373
601	10.52935435
602	10.52838493
603	10.52723509
604	10.5239608
605	10.52357445
606	10.52236408
607	10.52051161
608	10.51933161
609	10.51769071
610	10.51721841
611	10.5161085
612	10.51434065
613	10.51212495
614	10.51084262
615	10.50935408
616	10.50784294
617	10.50652976
618	10.50551341
619	10.50371742
620	10.50280261
621	10.500804
622	10.4999385
623	10.49991509
624	10.49946052
625	10.49832233
626	10.49705652
627	10.49559479
628	10.4943552
629	10.49355873
630	10.49290649
631	10.48994959
632	10.48946459
633	10.48810441
634	10.4842491
635	10.48246775
636	10.48092356
637	10.4795088
638	10.47715925
639	10.47651857
640	10.47585935
641	10.47443147
642	10.4714296
643	10.4689905
644	10.46794773
645	10.46647226
646	10.46546348
647	10.46370853
648	10.46239695
649	10.46068397
650	10.45943521
651	10.45822066
652	10.45580282
653	10.45400667
654	10.45299172
655	10.45206158
656	10.44967509
657	10.4470781
658	10.44550637
659	10.44385872
660	10.44253891
661	10.43978256
662	10.43952038
663	10.4388383
664	10.43861088
665	10.43746578
666	10.43692566
667	10.43509361
668	10.4344474
669	10.43285266
670	10.43226236
671	10.43141765
672	10.43033733
673	10.43024902
674	10.42850854
675	10.42718975
676	10.42640221
677	10.42396498
678	10.42380374
679	10.42312839
680	10.42172436
681	10.42130003
682	10.42018677
683	10.41863946
684	10.41699498
685	10.41503352
686	10.41415698
687	10.41284041
688	10.41220441
689	10.41084254
690	10.40964818
691	10.40957012
692	10.40742752
693	10.40693053
694	10.40683001
695	10.40519095
696	10.40438996
697	10.40281812
698	10.4011265
699	10.40073022
700	10.39954866
701	10.39877691
702	10.3969224
703	10.39616988
704	10.3953348
705	10.39490741
706	10.39365638
707	10.3933668
708	10.39132969
709	10.39057689
710	10.39004525
711	10.38899091
712	10.38841695
713	10.38761891
714	10.38631332
715	10.38622701
716	10.38515486
717	10.38381977
718	10.3820344
719	10.38054945
720	10.38027619
721	10.37925719
722	10.37755749
723	10.37674061
724	10.37507749
725	10.37459143
726	10.37403823
727	10.3717355
728	10.3705573
729	10.37013743
730	10.36809655
731	10.36555018
732	10.36344785
733	10.36215512
734	10.36120601
735	10.359557
736	10.35850754
737	10.35706381
738	10.35548203
739	10.35454521
740	10.35397924
741	10.35257937
742	10.35157527
743	10.35031824
744	10.34943365
745	10.34923713
746	10.34842049
747	10.34601886
748	10.34373636
749	10.34247515
750	10.34130087
751	10.34050054
752	10.33925168
753	10.33803361
754	10.33764957
755	10.33664685
756	10.33523993
757	10.33421201
758	10.33374698
759	10.33299138
760	10.33160333
761	10.33082512
762	10.33011388
763	10.32889262
764	10.32679367
765	10.32522002
766	10.32335074
767	10.32190413
768	10.32117841
769	10.32072113
770	10.31972223
771	10.31833985
772	10.31610632
773	10.31418583
774	10.31175514
775	10.31137615
776	10.31024811
777	10.30875104
778	10.3081857
779	10.30707562
780	10.30500368
781	10.30413133
782	10.30141459
783	10.30037885
784	10.29923741
785	10.29799543
786	10.29737014
787	10.29678523
788	10.29596501
789	10.2955255
790	10.29423617
791	10.29260835
792	10.29062905
793	10.28876213
794	10.28750739
795	10.28609866
796	10.28508097
797	10.28461411
798	10.28300191
799	10.28185733
800	10.28155842
801	10.27980476
802	10.27965045
803	10.27753716
804	10.27600917
805	10.27562276
806	10.27370003
807	10.27200802
808	10.2705748
809	10.26991318
810	10.26841451
811	10.26795261
812	10.26659916
813	10.26479157
814	10.26375645
815	10.26327478
816	10.26300588
817	10.26092832
818	10.25906781
819	10.25785211
820	10.25697205
821	10.25560825
822	10.25323858
823	10.25201242
824	10.25088378
825	10.24997181
826	10.24783306
827	10.24653965
828	10.24601651
829	10.24589889
830	10.24454489
831	10.24238852
832	10.24049064
833	10.23983844
834	10.23955979
835	10.23857834
836	10.23827268
837	10.23751264
838	10.23622743
839	10.23520985
840	10.23471127
841	10.23425746
842	10.23339313
843	10.23235797
844	10.23127224
845	10.2292522
846	10.22865166
847	10.22806183
848	10.22719773
849	10.22632796
850	10.22503358
851	10.22377718
852	10.2229441
853	10.22082735
854	10.21966827
855	10.21895318
856	10.2187198
857	10.21786194
858	10.21715917
859	10.21596575
860	10.2148255
861	10.2145651
862	10.21378487
863	10.21268214
864	10.21212217
865	10.21136999
866	10.21096879
867	10.21077631
868	10.20954088
869	10.20905351
870	10.20781455
871	10.20628472
872	10.20488524
873	10.20468439
874	10.20398936
875	10.20290838
876	10.2016162
877	10.20029707
878	10.20005542
879	10.19739003
880	10.19614209
881	10.19420547
882	10.19390058
883	10.19233952
884	10.19186395
885	10.19021456
886	10.19016628
887	10.1892963
888	10.18602337
889	10.18421051
890	10.18347839
891	10.18278701
892	10.18161108
893	10.18013713
894	10.17876429
895	10.17641819
896	10.17582564
897	10.17467428
898	10.17404073
899	10.17317541
900	10.17188055
901	10.17057059
902	10.16946164
903	10.16882158
904	10.16756612
905	10.16586635
906	10.16392767
907	10.16380638
908	10.16334646
909	10.16234944
910	10.16208266
911	10.1608708
912	10.15939452
913	10.15755299
914	10.15685432
915	10.15612743
916	10.15509966
917	10.15366215
918	10.1535862
919	10.15289789
920	10.1508619
921	10.1501263
922	10.14960626
923	10.14820278
924	10.14745869
925	10.14656734
926	10.1461767
927	10.14492318
928	10.14180561
929	10.14044578
930	10.14027747
931	10.13966642
932	10.13858441
933	10.13825657
934	10.1376866
935	10.13713843
936	10.13677787
937	10.13646477
938	10.13591644
939	10.13517267
940	10.13416577
941	10.13342899
942	10.13231962
943	10.13136283
944	10.13074066
945	10.12963018
946	10.12877572
947	10.12811878
948	10.12740532
949	10.1265332
950	10.12551334
951	10.12534136
952	10.12479181
953	10.1237612
954	10.12308081
955	10.12275751
956	10.12232238
957	10.12061568
958	10.12055739
959	10.11950926
960	10.1189724
961	10.11749471
962	10.11644711
963	10.11535165
964	10.11476213
965	10.11407401
966	10.11233268
967	10.11208556
968	10.11052099
969	10.11014344
970	10.10893791
971	10.10787861
972	10.10598072
973	10.10508158
974	10.1044813
975	10.10411906
976	10.10216627
977	10.10094973
978	10.10079157
979	10.09946245
980	10.09832095
981	10.09668561
982	10.09535456
983	10.09484725
984	10.09327895
985	10.09211223
986	10.09111449
987	10.09106115
988	10.09048879
989	10.09022993
990	10.0885169
991	10.08799777
992	10.08762126
993	10.08665266
994	10.08617347
995	10.08533254
996	10.08490137
997	10.08465313
998	10.08374163
999	10.08297669
